comment,stars
co opma là chuổi hê thống ở trên toàn quốc hàng hoá rất tốt mỗi người trưởng thành ít nhất cũng vào hê thống này lần nên mình không nói gì thêm,5
bình thường,3
quá ổn áp siêu thị to thật sự,5
siêu thị ở đây không quá rộng tạm ổn khi mua sắm,5
chổ này ít chổ ăn uống quâ,3
ngày trước hay đi mua sắm ở đây lắm nhưng giờ qua go rồi vì ở go đi toilet sạch sẽ thơm tho lắm,5
nơi này có ở mọi thành phố ở việt nam giá cả hợp lý chúng tôi đã đến kfc bên trong cửa hàng tạp hoá,5
nơi trung tâm mua sắm lớn nhất nhì bà rịa nằm gần vòng xoay quốc lộ địa điểm dễ tìm kiếm có chỗ đậu oto quanh phía ngoài siêu thị bên trong ó chỗ giữ xe máy giá đ chiếc có bán đầy đủ các mặt hàng thiết yếu tầng trên có khu trò chơi cho trẻ em tầng dưới là khu mua sắm và phục vụ các món ăn nhẹ,5
được rồi,4
tuyet vời,5
một ngày nào đó sẽ ghé vô chứ không ghé ngang nữa,5
cơm trưa giá ổn có chỗ sạc điện thoại free sẵn cáp sạc lấy nước lọc free,5
mua sắm tuyệt vời tương tự như các chợ lớn phía tây,5
rất nhiều thứ để mua ở đây và giá cả rất hợp lý,5
dễ mua dễ mua nhiều chủng loại giá rẻ hơi giống carrefour nhỏ mua mua mua,5
nằm ở khu vực quận giá cả tại coop mart rất phải chăng mua hàng ở đây thì an tâm và chất lượng,4
siêu thị lâu năm bán đủ đồ vị trí trung tâm nên thuận tiện để mua đồ có bãi xe rộng rãi có thể đậu xe hơi,5
thật đáng tiếc khi không có thạch cherish tiếc là không có nước tương nấm có vẻ như có rất nhiều thứ khác nhau nhưng không có gì bạn đang tìm kiếm,3
mọi thứ đều có thể tìm thấy một cửa hàng tạp hoá tốt và mọi thứ khác,5
siêu thị bán đủ tất cả nhu yếu phẩm cho bà nội trợ giá cả hợp lý thịt heo bò tươi ngon,5
nó giống như một siêu thị bình thường ở việt nam bạn có thể mua phở ăn liền với giá rẻ nhân viên cũng rất tốt bụng và nếu bạn gặp khó khăn trong việc tính tiền họ sẽ cho bạn biết hoá đơn chính xác và thậm chí họ sẽ trả lại cho bạn số tiền nhỏ người dân địa phương sẽ xếp hàng cho bạn mà không hề do dự vì vậy hãy cẩn thận,5
con nhỏ tính tiền quầy ca g tối ngày khách nhờ tách bill mà thái độ lòi lõm trước mặt khách nói chung với khách làm như nói chung ngang hàng với nó xem lại cách làm việc và đuổi việc,1
phục vụ không đúng yêu cầu của khách,1
cho mình hỏi là bộ xin thêm túi nilon để đựng một mớ băng vệ sinh mà bạn nhân viên xin giấu tên mặc áo trắng tại quầy giành cho sản phẩm trở xuống có thái độ khó chịu không cho vậy là đúng hay sai ạ mọi lần nhân viên siêu thị rất vui vẻ hoà đồng với khách mà chỉ là cái túi thôi nếu nói tính tiền thêm thì cũng ok luôn chứ đựng túi nhỏ lồi lõm ra vậy mà còn khó chịu là sao trời bạn nhân viên ấy còn nói là vì túi đựng đồ nhẹ nên không cho thêm được mà cũng không hỏi thẻ thành viên của khách nữa đứng mà lo khó chịu với khách không hà thôi mình quá mệt luôn ạ,1
nhân viên quầy tính tiền thiếu chuyên nghiệp nay mình đi siêu thị mua rất nhiều đồ mà dẫn theo con nhỏ tui xin cái bịch lớn để đựng nhân viên không cho còn mặt nặng mặt nhẹ nói là bịch của tui tui muốn cho hay không là quyền của tui siêu thị lớn mà cách làm việc quátệ,1
được rồi,3
siêu thị cũng ok tuy không rộng thoáng như mấy siwu thị khác,5
lớn nha,5
một trong những siêu thị lâu đời nhất tại tp hcm giá cả hợp lý phù hợp cho cư dân,5
siêu thị gần chợ khá tiện lợi,4
co opmart ok,5
co opmart bình triệu,5
không gian nhỏ,4
coop lớn đa dạng sản phẩm,5
không có nhiều thứ để du khách mua cũng không có nhiều người nhưng phải trả tiền rất lâu,3
khá phải chăng mọi người nhanh chóng đơn giản và thân thiện,4
rộng,5
con đường trước siêu thị tấp nập xe máy nhưng lại bày bán rất nhiều sản phẩm khác nhau,4
medium sized supermarket in bui vien area of saigon vietnam offers local produce vegetables and fresh meat siêu thị cỡ vừa ở khu vực bùi viện sài gòn việt nam cung cấp các sản phẩm địa phương rau và thịt tươi,4
hàng đồ điện kém chất lượng mới mua về được ngày hư nấu nước không sôi,1
co opmart bán hàng khá oke có những sản phẩm khá cần thiết mà có điều là aone và emart người ta không có ai lấy tiền xe khách hết á mình lấy tiền xe cũng kiểu,5
siêu thị địa phương của người việt từ đồ gia dụng đến thực phẩm không có thứ gì bạn không thể tìm thấy ở đây giá cả rất rất hợp lý,5
cũ nhưng tốt,5
được đánh giá sao tôi cũng chọn đặt đơn hàng từ mà mới gọi nói giờ bấm bill sdt trên website thì không gọi được từ tối hôm qua tới giờ gọi cskh thì nói là số đó chỉ sử dụng ngày tết ủa rồi là tôi sai tại tôi thấy nó ghi trên website tôi gọi hay là coopmart sai tại không đổi thông tin mà nói kiểu vậy muốn mua gì đừng bao giờ mua cooponline quá chậm trễ lề mề xứng đáng điểm đơn hàng của tôi mà không hoàn tiền thì chuyện sẽ không dừng ở cái đánh giá review sao này đâu nha,1
nơi mua sắm tiện lợi an tâm về chất lượng,5
mua ở đây từ hồi bé xíu còn đi với mẹ siêu thị càng ngày càng update nhiều đồ nhiều khách nước ngoài đến đây mua nữa mà các cô chú anh chị nhân viên nhìn chung lịch sự và nhiệt tình giá cả từ rẻ đến hợp lí,5
nhân viên tính tiền rất tệ và cứng nhắc hôm nay ngày lúc giờ siêu thị rất đông quầy tính tiền nào cũng xếp dãy dài tôi vô tình xếp vào quầy bạch kim vì siêu thị đông tôi không để ý nhiều tôi xếp đến lượt tôi nhân viên check ra thẻ tôi chỉ được hạng vàng tôi có nói đồ của ít chỉ có món giờ xếp hàng lại thì rất lâu chị có thể hỗ trợ giúp tôi không chị ấy nhất quyết không hỗ trợ và thái độ nói chuyện rất cợt nhã giống như kiểu thẻ vàng mà đòi làm bạch kim tôi rất thất vọng để lại xe hàng và đi về tôi thà đi xa qua co op mart lý thường kiệt xa chút nhưng nhận được sự chăm sóc chu đáo còn hơn thái độ và cách cư xử của bên cống quỳnh,1
thái độ phục vụ thua go big c ở lầu dưới nhân viên tạm được nhưng trên lầu chỗ mấy nhân viên nấu ăn quầy hàng rất là thái độ mh xạc đt xíu lúc ăn trưa nhanh để đi thì nhăn nhó không cho kêu cháy nổ gì gì đó bắt lại chỗ massa xạc rồi đứng canh nói chung làm khó khách hàng thái độ tệ lắm,1
tạm ổn nhiều mặt hàng phù hợp giao hàng nhanh,3
hàng hoá đa dạng cho nhu cầu mua sắm,5
một thị trường địa phương tuyệt vời để mua nhiều loại trái cây nhiều quá khó chọn quá vui quá,5
siêu thị có nhiều sự lựa chọn và khu vực ăn uống nhỏ,4
ổn,3
chật chội bố trí hàng hoá ngổn ngang làm việc tác phong kiểu nhà nước nhân viên tính tiền bãi xe chậm chạp nhăn nhó khó chịu,1
phục vu thân thiện,4
phòng game thì quá lỗi thời không thu hút được khách như bên go,3
được rồi,5
siêu thị tuy o rộng lắm nhưng cũng đầy đủ các mặt hàng tiêu dùng,4
rộng rãi và sạch sẽ,4
trung tâm mua sắm này có một siêu thị rất phù hợp cho ai có nhu cầu mua hàng họ cũng có thức ăn nhanh bên trong tầng hai và tầng ba dường như rất gần nhau,4
tiện lợi giá cả hợp lý,5
bảo vệ ăn chặn tiền tiền xe thì không mà bắt phải đưa không mới cho đi bao lần đi đều như vậy,1
siêu thị niêm yết giá gửi xe chưa rõ ràng cho phân khúc xe đạp điện và xe đạp thường siêu thị mình chỉ có quy định là xe máy là xe đạp tuy nhiên mình đi xe đạp điện thì nhân viên giữ xe thu phí theo phí xe máy là không kèm lời giải thích là chỉ có xe đạp thường thì mới theo giá cho xe đạp là không nếu đúng vậy thì siêu thị nên niêm yết giá giữ xe rõ ràng hơn để tránh khách phiền lòng xin cảm ơn,1
nhân viên gói quà tết dễ thương đóng quà đẹp bắt mắt,5
so với siêu thị go bigc thì coopmart hàng hoá ít hơn và quy mô nhỏ hơn giá thành cũng cao hơn một chút về chương trình tích điểm thì coopmart hay hơn về các cửa hàng coopfood thì linh hoạt hơn khi bám sát các khu chợ dân sinh giống mô hình của bách hoá xanh nhân viên phát quà tết thì không tư vấn cho khách về sự khác nhau giữa tích điểm và quà tết thái độ kiểu như tôi chỉ làm việc phát quà thôi không cần biết đến các khác tích điểm bây giờ không nhận phiếu mua hàng nữa mà trừ tiền trực tiếp trong thẻ nên khá bất tiện tags thành phố biên hoà,4
gần tết siêu thị trang trí đẹp nhưng tôi có thấy đôi nam nữ thích nên chụp hình chỉ có vậy mà nhân viên nam lại quát um sùm rất mất lịch sự siêu thị có bán đồ ngon hay trang trí đẹp nếu khách chụp hình cũng chỉ để qủang bá cho siêu thị thôi siêu thị kg phải là khu quân sự mà cấm quay phim chụp hình thái độ nhân viên kém như vậy thì dù có trang trí đẹp hay gì đi nữa liệu có còn ý nghĩa gì,1
mình rất thích đi coop mast nhưng lần này mình hơi thất vọng về chú bảo vệ hôm nay khoảng giờ đến giờ mình có đi thì mình có cầm một túi xách trong đó có bỉm bình sữa và khăn cho bé nhỏ thì mình bước vào mình không bình thường là siêu thị đang có quy định không được cho mang túi lớn lớn vào chú bảo mình lại lại đây và kêu mình và thái độ gắt gỏng mình chứ làm dì sai và mình không phải con cháu chú mình là khách hàng trong khi mình không phải trộm cắp dì thái độ của chú làm mọi người ở đó đều nhìn mình chú là người lớn mình bình thường nhưng thái độ như v thì mình không ủng hộ thái độ hơn trình độ thái độ như v sẽ không có lần sau mất khách hàng không ảnh hưởng gì đến tập thể hết khách không sau đến lúc nhiều người phải ánh thì phải xem lại cách đưa ra quy định trải nghiệm không vui,3
siêu thị giờ vắng nhờ,4
mới mua món nhưng trải nghiệm rất tốt,5
vô mua p lấy tiền giữ xe không,1
xe ô tô khps di chuyển do đoạn đường phía trước hơi hẹp,4
nhân viên quầy xuất hoá đơn quá tệ thái độ với khách hàng,1
tầng chủ yếu bán đồ ăn đồ linh tinh nhu yếu phẩm hàng ngày tầng chủ yếu bán quần áo đây là một siêu thị tổng hợp với nhiều loại mặt hàng hàng ngày như chất tẩy rửa và dụng cụ nấu ăn như chảo rán thường thấy ở nhật bản mặc dù đây không phải là một cửa hàng siêu lớn nhưng nó có rất nhiều mặt hàng mà bạn có thể dễ dàng tìm thấy mà bạn cần hàng ngày đối với du khách đến từ nhật bản một trải nghiệm đặc biệt là khi sau khi mua tất ở tầng khi họ bước vào khu vực bán hàng ở tầng một nhân viên bảo vệ đã dán kín túi nhựa đựng món hàng họ mua ở tầng bằng băng đỏ theo phong tục việt nam tôi xin rồi bước vào cửa hàng phản ứng của nhân viên bảo vệ lúc đó rất lịch sự và nhã nhặn có rất nhiều phương tiện giao thông trên những con đường xung quanh và là một người nhật tôi cảm thấy rất hồi hộp khi băng qua đường trước mặt mình,4
